보관소명,소재지,위도,경도,LCD,QR,설치대수
용두동 래미안허브리츠아파트 앞,동대문구,37.57638168,127.0351105,25,,25
서울시립대 앞,동대문구,37.58256149,127.0543671,10,,10
청솔우성아파트 앞,동대문구,37.57420349,127.0576935,20,,20
동대문중학교 옆,동대문구,37.57489014,127.0535355,8,,8
전농사거리 교통섬,동대문구,37.57779312,127.0578308,15,,15
서울시립대 정문 앞,동대문구,37.58369827,127.0538559,25,,25
전농동 동아아파트 앞,동대문구,37.57418823,127.0458908,10,,10
답십리초등학교 앞(현대시장 옆),동대문구,37.56819153,127.0571747,14,,14
군자교 서측 녹지대,동대문구,37.56115341,127.0709686,17,,17
장안동삼거리 교통섬,동대문구,37.57863235,127.071907,10,,10
휘봉고등학교 앞,동대문구,37.58681488,127.067543,15,,15
동대문구 보건소,동대문구,37.57485199,127.0403061,15,15,30
답십리역 1번출구,동대문구,37.5681839,127.0512772,15,,15
청량리 기업은행 앞,동대문구,37.58040619,127.0448227,8,,8
외국어대 정문 앞,동대문구,37.59601974,127.0598297,24,,24
시조사 앞 (청량고정문 옆),동대문구,37.58751678,127.0527725,12,,12
세종대왕기념관 교차로,동대문구,37.59090042,127.0425873,9,,9
KAIST 경영대학 앞,동대문구,37.59161377,127.0457916,10,,10
서울시립대 정보기술관,동대문구,37.58300781,127.0609741,10,,10
서울시립대 후문,동대문구,37.58519745,127.0609512,14,,14
청량리역 2번 출구,동대문구,37.58255005,127.0446014,6,,6
용두역 4번출구,동대문구,37.57375336,127.0385361,10,,10
신답역 사거리,동대문구,37.57035446,127.0484314,,9,9
동대문구민체육센터 (육교아래),동대문구,37.56697083,127.074295,10,,10
장한평역 1번출구 (국민은행앞),동대문구,37.56196594,127.0645065,10,,10
신이문역 1번출구,동대문구,37.60279846,127.0672684,10,,10
장안동위더스빌옆,동대문구,37.56669998,127.0624237,15,,15
중랑교사거리,동대문구,37.59153366,127.0677414,20,,20
답십리 래미안엘파인아파트 입구,동대문구,37.57653046,127.0659409,10,,10
전농동 텃골공원,동대문구,37.57762146,127.0521088,10,,10
영휘원 교차로,동대문구,37.58723831,127.0431366,10,,10
동대문롯데캐슬아파트 앞,동대문구,37.57551956,127.0487747,13,,13
촬영소 사거리,동대문구,37.57288361,127.0660477,10,,10
제기역1번출구,동대문구,37.57835007,127.0333862,25,,25
동의보감타워,동대문구,37.57799911,127.0376282,10,,10
경희대학교 청운관,동대문구,37.59460068,127.0519714,15,,15
외대앞역 4번출구,동대문구,37.59489059,127.0630264,10,,10
서울시립대 건설공학관,동대문구,37.58412933,127.0579376,10,,10
이문동 쌍용아파트 정문,동대문구,37.59960556,127.0686417,,11,11
이문대성유니드아파트 앞,동대문구,37.60362244,127.0708313,,20,20
청량차도 육교 밑,동대문구,37.58659363,127.0469971,,7,7
서울축산농협(장안지점),동대문구,37.56799698,127.068779,,10,10
청계신한신휴플러스앞 삼거리,동대문구,37.57214737,127.0446091,,10,10
삼육서울병원 버스정류장,동대문구,37.58968735,127.061409,,9,9
대광빌딩,동대문구,37.57734299,127.0233765,,10,10
대광고등학교,동대문구,37.57875061,127.024025,,17,17
안암골벽산아파트(후문),동대문구,37.58407974,127.0310364,,10,10
고대앞사거리 교통섬,동대문구,37.58655167,127.0331421,,15,15
FITI시험연구원 앞,동대문구,37.58143234,127.0354767,,9,9
청량리역 4번 5번출구 사이,동대문구,37.5801506,127.0457993,,20,20
장안힐스테이트(아) 앞,동대문구,37.57655716,127.0743103,,21,21
전농SK아파트 앞,동대문구,37.57787704,127.0616837,,10,10
꿈마루어린이도서관 앞,동대문구,37.59238434,127.0574112,,22,22
서울특별시 동부교육지원청(육교),동대문구,37.5798378,127.0563736,,15,15
KB국민은행 염창역 지점 앞,양천구,37.5468483,126.8727722,20,,20
목동사거리 부근,양천구,37.53280258,126.8639298,8,,8
목4동주민센터 옆,양천구,37.53254318,126.8687286,19,,19
오목교역 7번출구 앞,양천구,37.52362823,126.8752441,12,,12
남부법원검찰청 교차로,양천구,37.52325439,126.8649063,15,,15
신정네거리역,양천구,37.5218811,126.8517532,15,,15
서울출입국관리사무소 앞,양천구,37.51897049,126.8699646,16,,16
신정3동 현장민원실 앞,양천구,37.51158524,126.8415604,20,,20
금옥여고보도육교,양천구,37.50971222,126.8441696,,10,10
신일해피트리아파트 앞,양천구,37.51705933,126.8484879,20,,20
강월초교입구 사거리,양천구,37.51699829,126.8383179,14,,14
양서중학교 옆,양천구,37.53304672,126.8299561,20,,20
한국SGI 양천문화회관 앞,양천구,37.532547,126.8308029,10,,10
신정6동 주민센터 인근,양천구,37.51731873,126.8643189,25,,25
홍익병원앞 교차로,양천구,37.5303688,126.8642578,10,,10
서울강월초등학교 앞,양천구,37.5161972,126.8348999,10,,10
경서농협 버스정류장(우리은행신정동지점방향),양천구,37.52151108,126.8573837,10,,10
SBS방송국,양천구,37.52916336,126.8727493,15,,15
계남공원 입구 주출입구 좌측,양천구,37.51068115,126.857399,10,,10
양강중학교앞 교차로,양천구,37.52433395,126.8505478,15,,15
목동3단지 시내버스정류장,양천구,37.5343895,126.8695984,18,,18
서부식자재마트 건너편,양천구,37.51037979,126.8667984,10,,10
서울시 도로환경관리센터,양천구,37.5298996,126.8765411,10,,10
신월중학교,양천구,37.53955078,126.8283005,10,,10
신정이펜하우스314동,양천구,37.51409912,126.8310013,10,,10
신트리공원 입구,양천구,37.51395035,126.8560562,10,,10
영도초등학교,양천구,37.53637695,126.8715134,10,,10
오솔길공원,양천구,37.52219009,126.8367004,10,,10
장수공원,양천구,37.52256012,126.8494797,10,,10
신월사거리,양천구,37.53620148,126.8277969,15,,15
으뜸공원,양천구,37.53636932,126.8317108,10,,10
화곡로 입구 교차로,양천구,37.53952026,126.8254013,10,,10
등촌역 5번 출구 뒤,양천구,37.55073166,126.8645783,10,,10
현대6차아파트 101동 옆,양천구,37.50889969,126.8426819,10,,10
신목동역 2번 출구,양천구,37.54384232,126.8825455,,10,10
강서초등학교,양천구,37.52228165,126.8396988,10,,10
목동2단지 상가,양천구,37.53650284,126.8777466,10,,10
목동3단지 상가,양천구,37.53458023,126.8756485,10,,10
목동운동장,양천구,37.53025055,126.879303,15,,15
이대목동병원보도육교,양천구,37.53722763,126.8866119,10,,10
연의근린공원 건너편,양천구,37.51215744,126.8356247,10,,10
성원2차 아파트,양천구,37.54218292,126.8633041,10,,10
목동1단지아파트 118동 앞 (월촌초등학교 정류소 옆,양천구,37.54114151,126.8766785,10,,10
목동1단지아파트 상가 앞 (월촌중학교 버스정류소 옆),양천구,37.5378685,126.8814087,10,,10
목동주차장,양천구,37.52667999,126.8761673,15,,15
신정이펜하우스 1단지아파트 입구 사거리,양천구,37.51427841,126.828743,10,,10
한사랑교회 앞,양천구,37.51472092,126.8591995,18,,18
보아스아파트 앞,양천구,37.52407074,126.8386002,9,,9
잣절보도육교 아래,양천구,37.50682068,126.8442993,10,,10
오목로 무중력지대 앞,양천구,37.52474213,126.8776627,10,,10
목동11단지 아파트,양천구,37.51065826,126.8591614,10,,10
목동청소년수련관,양천구,37.53102875,126.8758926,30,,30
오목교역 3번출구,양천구,37.52477646,126.8754807,10,,10
신목동역 3번출구,양천구,37.54394913,126.883461,15,,15
신정숲속마을아파트,양천구,37.50574493,126.8363113,,10,10
목동5단지아파트 501동,양천구,37.53566742,126.8815842,,15,15
CBS방송국 앞,양천구,37.52785492,126.8746719,,20,20
목동역5번출구 교통정보센터 앞,양천구,37.52571487,126.8648682,,15,15
목동아파트 703동 앞,양천구,37.52820587,126.870163,,8,8
"염창역 3, 4번 출구 사이",양천구,37.54670715,126.8745728,,10,10
등촌역 4번 출구,양천구,37.54950714,126.867218,,11,11
세종그랑시아 앞(102동),양천구,37.53837585,126.8638306,,10,10
목마공원,양천구,37.53874207,126.8856812,,15,15
신월6차보람아파트 앞,양천구,37.53012848,126.8347778,,10,10
양천나눔누리센터,양천구,37.51854324,126.8538818,,20,20
신정교 하부,양천구,37.5173378,126.8776474,,15,15
신정보도육교 아래,양천구,37.51759338,126.8765564,,15,15
서남병원 후문,양천구,37.51167297,126.8327408,,20,20
"양천구청, 보건소 사잇길",양천구,37.51732635,126.8663025,,15,15
목동아파트 8단지 상가동 앞,양천구,37.52007294,126.8683014,,9,9
양천아파트 입구,양천구,37.50790405,126.862648,,14,14
양천구청역 2번출구 옆,양천구,37.51228714,126.8652802,,15,15
화곡고가 사거리,양천구,37.52760696,126.8487549,,30,30
현대하이페리온,양천구,37.52490616,126.8697891,,15,15
목동트라팰리스 웨스턴에비뉴,양천구,37.52537155,126.8709259,,20,20
목동5단지아파트 534동,양천구,37.53302002,126.8778992,,15,15
양천문화회관,양천구,37.51686478,126.8629608,,15,15
양천 해누리타운,양천구,37.51584244,126.8641129,,12,12
목동아파트 14단지 B상가 앞,양천구,37.5146637,126.8719406,,10,10
목동아파트 1422동 1434동 사잇길,양천구,37.51515579,126.8724899,,10,10
목월공원 앞,용산구,37.53243256,126.9547424,15,,15
한강진역 2번 출구 앞,용산구,37.54115295,127.0022125,10,,10
한남초교 앞 보도육교,용산구,37.53813934,127.004097,10,,10
문배어린이공원 앞,용산구,37.53675842,126.9700012,9,,9
전자랜드 본관 앞,용산구,37.5330658,126.9607315,15,,15
서울역 12번 출구 앞,용산구,37.55227661,126.9726868,10,,10
서빙고동 금호맨션 앞,용산구,37.520504,126.9897385,10,,10
한남 유수지 복개주차장,용산구,37.53016663,127.0074387,10,,10
이태원지하보도,용산구,37.53841019,126.9866486,10,,10
녹사평역1번출구,용산구,37.53507996,126.9853821,20,,20
용산전쟁기념관,용산구,37.53483963,126.9776611,10,,10
삼각지역 3번출구,용산구,37.53351212,126.9722748,20,,20
LIG강촌아파트 103동앞,용산구,37.51850891,126.9787979,30,,30
신용산역 6번출구 앞,용산구,37.53014755,126.968483,25,,25
삼각지역 4번출구 앞,용산구,37.53345108,126.9717331,9,,9
숙명여대 입구 교차로,용산구,37.54489517,126.9693832,19,,19
선린인터넷 고등학교,용산구,37.54165268,126.9705048,12,,12
청파동입구 교차로,용산구,37.54902649,126.9719467,10,,10
이촌1동 마을공원,용산구,37.52204132,126.9655228,10,,10
효창동주민센터 앞,용산구,37.54232025,126.9619598,10,,10
서빙고동 주민센터 앞,용산구,37.52033615,126.9942627,15,,15
서울역 서부교차로2,중구,37.55536652,126.9686432,20,,20
국군복지단,용산구,37.54188538,126.97966,20,,20
숙대입구역 8번,용산구,37.54407883,126.9720001,7,,7
베르가모앞,용산구,37.52293015,126.9616928,40,,40
청암자이아파트앞,용산구,37.53442383,126.9485703,10,,10
이태원관광특구입구,용산구,37.53427887,126.9885635,10,,10
이촌1동 주민센터 뒤,용산구,37.5212822,126.973465,20,,20
효창공원앞역 3번출구 뒤,용산구,37.53900909,126.96138,15,,15
남영역 건너편,용산구,37.54198074,126.9715424,10,,10
현대자동차서비스 앞,용산구,37.53142166,126.9514999,15,,15
한남나들목 입구,용산구,37.52906036,127.0067291,10,,10
숙대입구역 4번출구,용산구,37.5444603,126.9723892,8,,8
보광동 삼성리버빌아파트 앞,용산구,37.5240097,127.0014496,10,,10
용산 파크타워 앞,용산구,37.52365112,126.9702683,10,,10
신용산역 1번 출구,용산구,37.52960968,126.9688721,,30,30
녹사평역 광장,용산구,37.53379822,126.9886704,10,,10
이촌2동 동원베네스트 아파트 앞,용산구,37.5271492,126.9551621,15,,15
용산 선인상가,용산구,37.53269958,126.9643784,16,,16
용산중학교,용산구,37.54650116,126.9809494,15,,15
삼각지12번 출구,용산구,37.53488922,126.9756241,,10,10
 삼각지 자이아파트,용산구,37.53607941,126.9734192,,20,20
 KCC용산월츠타워 ,용산구,37.53739929,126.9689255,,15,15
효창 푸르지오 앞,용산구,37.54047775,126.9581146,,10,10
청암자이APT(103동),용산구,37.53452682,126.9471817,,30,30
용산역 맞은편,용산구,37.52856827,126.9656906,,19,19
HID 유족동지회 앞,용산구,37.53872681,127.0015488,,10,10
이촌역5번출구 앞,용산구,37.52272415,126.9727707,,10,10
 현대 안성타워,용산구,37.53502274,126.9980545,,10,10
녹사평역3번 출구,용산구,37.53440857,126.9868927,,7,7
남산공원 야외식물원 앞,용산구,37.54188538,126.9958649,,10,10
LG한강 자이아파트 앞,용산구,37.52074814,126.9708252,,22,22
이촌역2번 출구,용산구,37.52177048,126.977005,,10,10
순천향대학병원(한남오거리),용산구,37.53514099,127.0060043,,10,10
하얏트호텔 앞,용산구,37.54079437,126.9978485,,10,10
브라운스톤 남산아파트,용산구,37.551548,126.9768601,,10,10
서빙고역 광장(1번출구),용산구,37.51990891,126.9892349,,10,10
노들섬 동측 앞,용산구,37.51729584,126.9591446,,10,10
노들섬 서측 앞,용산구,37.51731873,126.9582977,,10,10
은평예술회관,은평구,37.60394287,126.9276962,20,,20
진관동 은빛초등학교,은평구,37.64310837,126.9182205,10,,10
은평뉴타운 아이파크,은평구,37.64586639,126.9273911,20,,20
은평뉴타운 푸르지오,은평구,37.64867401,126.9307022,18,,18
구파발역 2번출구,은평구,37.63623428,126.9189987,,9,9
연신내역 5번출구150M 아래,은평구,37.61721039,126.9195786,10,,10
CJ 드림시티,은평구,37.59949112,126.9168625,10,,10
구산역 4번출구,은평구,37.61318588,126.9173508,10,,10
백련산 힐스테이트 3차,은평구,37.58699417,126.9228821,10,,10
은평평화공원(역촌역4번출구),은평구,37.60558319,126.9229355,10,,10
응암오거리,은평구,37.58966064,126.9169464,10,,10
이마트 버스정류장(서부경찰서 방면),은평구,37.60070038,126.9201279,15,,15
새절역 2번출구,은평구,37.59079742,126.9136505,20,,20
증산역 4번출구,은평구,37.5843811,126.9098969,10,,10
평생학습관 앞,은평구,37.60784912,126.9213257,7,,7
녹번역 4번출구,은평구,37.60078049,126.9352112,9,10,19
서울혁신파크,은평구,37.60702515,126.9333115,10,,10
신도고등학교,은평구,37.63001633,126.9190292,10,,10
연신내역 4번출구,은평구,37.61780167,126.9219666,10,,10
국민은행 연서지점,은평구,37.62094879,126.9256363,10,,10
메뚜기다리,은평구,37.62851715,126.9295807,12,,12
불광역 2번출구,은평구,37.60956573,126.9309769,8,,8
연신내역 3번출구 인근,은평구,37.61785507,126.9225235,10,,10
은평역사한옥박물관,은평구,37.64131546,126.9380417,15,,15
구 서부경찰서 건너편,은평구,37.60166168,126.9203033,7,,7
역촌파출소,은평구,37.60473633,126.9153366,20,,20
예일여중,은평구,37.61000443,126.9163971,10,,10
역촌종합시장 버스정류장(예일여고 방면),은평구,37.61248398,126.9148789,10,,10
신사동 성당,은평구,37.59714127,126.9095993,10,,10
상림마을 롯데캐슬2단지 옆,은평구,37.64585114,126.9237976,15,,15
금암 문화공원,은평구,37.64468384,126.918457,10,,10
은평구청 교차로,은평구,37.60169983,126.9274216,15,,15
은평뉴타운 도서관,은평구,37.63722229,126.9333038,11,,11
상림마을 생태공원,은평구,37.64408112,126.9292831,9,,9
은평구청 보건소,은평구,37.60240173,126.9286499,10,,10
기자촌 사거리,은평구,37.63414001,126.9323425,10,,10
독바위역,은평구,37.61843872,126.9328842,10,,10
